subj_id,model,promptstyle,symb_num,prob_type,prob_ind,correct_answer,response,correct,total
350613,350613,02,symb,two_rule_comb2,4.0,"['>', '*']",! *],0,1.0
350613,350613,02,symb,two_rule_comb2,5.0,"['*', '~']",* !],0,1.0
350613,350613,02,symb,two_rule_comb2,6.0,"['(', ':']",( ~],0,1.0
350613,350613,02,symb,two_rule_comb2,7.0,"['!', '*']",! !],0,1.0
350613,350613,02,symb,two_rule_comb2,8.0,"['$', '$']",< $],0,1.0
350613,350613,02,symb,two_rule_comb2,9.0,"['~', '<']",~ &],0,1.0
350613,350613,02,symb,two_rule_comb2,10.0,"[':', ':']",< :],0,1.0
350613,350613,02,symb,two_rule_comb2,11.0,"['$', '<']",& <],0,1.0
350613,350613,02,symb,two_rule_comb2,12.0,"['<', '(']",< >],0,1.0
350613,350613,02,symb,two_rule_comb2,13.0,"['(', '~']",:> ~],0,1.0
350613,350613,02,symb,two_rule_comb2,14.0,"['*', '!']",(~ !)],0,1.0
350613,350613,02,symb,two_rule_comb2,15.0,"[':', '<']",: $],0,1.0
350613,350613,02,symb,two_rule_comb2,16.0,"['(', '$']",( !],0,1.0
350613,350613,02,symb,two_rule_comb2,17.0,"['$', '(']",< (],0,1.0
350613,350613,02,symb,two_rule_comb2,18.0,"['%', '%']",% #],0,1.0
350613,350613,02,symb,two_rule_comb2,19.0,"['<', '(']",< :],0,1.0
350613,350613,02,symb,two_rule_comb2,20.0,"['(', '<']",: <],0,1.0
350613,350613,02,symb,two_rule_comb2,21.0,"['%', '~']",> ~],0,1.0
350613,350613,02,symb,two_rule_comb2,22.0,"['&', '<']",& $],0,1.0
350613,350613,02,symb,two_rule_comb2,23.0,"['<', '$']",< ~],0,1.0
350613,350613,02,symb,two_rule_comb2,24.0,"['<', '!']",& !],0,1.0
350613,350613,02,symb,two_rule_comb2,25.0,"['%', '~']",% *],0,1.0
350613,350613,02,symb,two_rule_comb2,26.0,"[':', '>']",% >],0,1.0
350613,350613,02,symb,two_rule_comb2,27.0,"['~', '&']",~ ~],0,1.0
350613,350613,02,symb,two_rule_comb2,28.0,"['$', '&']",$ >],0,1.0
350613,350613,02,symb,two_rule_comb2,29.0,"['%', '(']",% :],0,1.0
350613,350613,02,symb,two_rule_comb2,30.0,"['!', '*']",! <],0,1.0
350613,350613,02,symb,two_rule_comb2,31.0,"['~', '<']",~ *),0,1.0
350613,350613,02,symb,two_rule_comb2,32.0,"['&', '*']",& <],0,1.0
350613,350613,02,symb,two_rule_comb2,33.0,"['<', '~']",< !],0,1.0
350613,350613,02,symb,two_rule_comb2,34.0,"['<', '&']",< &],1,1.0
350613,350613,02,symb,two_rule_comb2,35.0,"['>', '~']",:!],0,1.0
350613,350613,02,symb,two_rule_comb2,36.0,"[':', '%']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,37.0,"['$', '~']",< ~],0,1.0
350613,350613,02,symb,two_rule_comb2,38.0,"['(', '*']",% *],0,1.0
350613,350613,02,symb,two_rule_comb2,39.0,"['*', '&']",* (],0,1.0
350613,350613,02,symb,two_rule_comb2,40.0,"[':', '!']",% !],0,1.0
350613,350613,02,symb,two_rule_comb2,41.0,"['$', '~']",$ *],0,1.0
350613,350613,02,symb,two_rule_comb2,42.0,"['~', '<']",& <],0,1.0
350613,350613,02,symb,two_rule_comb2,43.0,"[':', '$']",: ?],0,1.0
350613,350613,02,symb,two_rule_comb2,44.0,"['(', '!']",( <],0,1.0
350613,350613,02,symb,two_rule_comb2,45.0,"['>', '&']",> %],0,1.0
350613,350613,02,symb,two_rule_comb2,46.0,"['%', ':']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,47.0,"['!', '>']",( >],0,1.0
350613,350613,02,symb,two_rule_comb2,48.0,"['>', '<']",> *),0,1.0
350613,350613,02,symb,two_rule_comb2,49.0,"['<', '!']",$ !],0,1.0
350613,350613,02,symb,two_rule_comb2,50.0,"['~', '(']",~ >],0,1.0
350613,350613,02,symb,two_rule_comb2,51.0,"['$', '!']",< !],0,1.0
350613,350613,02,symb,two_rule_comb2,52.0,"['&', '&']",& #],0,1.0
350613,350613,02,symb,two_rule_comb2,53.0,"['%', '$']",% <],0,1.0
350613,350613,02,symb,two_rule_comb2,54.0,"['~', ':']",! :],0,1.0
350613,350613,02,symb,two_rule_comb2,55.0,"['~', '!']",* !],0,1.0
350613,350613,02,symb,two_rule_comb2,56.0,"[':', '<']",% <],0,1.0
350613,350613,02,symb,two_rule_comb2,57.0,"['$', '~']",$ *],0,1.0
350613,350613,02,symb,two_rule_comb2,58.0,"['<', '%']",$ %],0,1.0
350613,350613,02,symb,two_rule_comb2,59.0,"['%', '<']",% $],0,1.0
350613,350613,02,symb,two_rule_comb2,60.0,"['*', '%']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,61.0,"['%', '*']",* *],0,1.0
350613,350613,02,symb,two_rule_comb2,62.0,"['<', '&']",< $],0,1.0
350613,350613,02,symb,two_rule_comb2,63.0,"[':', '*']",* *],0,1.0
350613,350613,02,symb,two_rule_comb2,64.0,"[':', '>']",< >],0,1.0
350613,350613,02,symb,two_rule_comb2,65.0,"['$', '&']",$ >],0,1.0
350613,350613,02,symb,two_rule_comb2,66.0,"['<', '$']",* $],0,1.0
350613,350613,02,symb,two_rule_comb2,67.0,"['$', '%']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,68.0,"['%', '$']",% &],0,1.0
350613,350613,02,symb,two_rule_comb2,69.0,"['%', '%']",% &],0,1.0
350613,350613,02,symb,two_rule_comb2,70.0,"['<', ':']",* :],0,1.0
350613,350613,02,symb,two_rule_comb2,71.0,"['$', ':']",$ #],0,1.0
350613,350613,02,symb,two_rule_comb2,72.0,"['&', '&']",& $],0,1.0
350613,350613,02,symb,two_rule_comb2,73.0,"['(', '!']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,74.0,"[':', '*']",: ~],0,1.0
350613,350613,02,symb,two_rule_comb2,75.0,"['%', '*']",( *],0,1.0
350613,350613,02,symb,two_rule_comb2,76.0,"['<', '>']",> >],0,1.0
350613,350613,02,symb,two_rule_comb2,77.0,"[':', ':']",: !],0,1.0
350613,350613,02,symb,two_rule_comb2,78.0,"['~', '~']",* ~],0,1.0
350613,350613,02,symb,two_rule_comb2,79.0,"[':', '%']",% %],0,1.0
350613,350613,02,symb,two_rule_comb2,80.0,"['*', '*']",* *],1,1.0
350613,350613,02,symb,two_rule_comb2,81.0,"['%', ':']",% :],1,1.0
350613,350613,02,symb,two_rule_comb2,82.0,"['>', '<']",% <],0,1.0
350613,350613,02,symb,two_rule_comb2,83.0,"[':', '(']",: >],0,1.0
350613,350613,02,symb,two_rule_comb2,84.0,"['<', '*']",$ *],0,1.0
350613,350613,02,symb,two_rule_comb2,85.0,"[':', '%']",: %],1,1.0
350613,350613,02,symb,two_rule_comb2,86.0,"['<', '%']",< !],0,1.0
350613,350613,02,symb,two_rule_comb2,87.0,"['%', '!']",: !],0,1.0
350613,350613,02,symb,two_rule_comb2,88.0,"['>', '&']",! &],0,1.0
350613,350613,02,symb,two_rule_comb2,89.0,"['~', '%']",~ #],0,1.0
350613,350613,02,symb,two_rule_comb2,90.0,"[':', '<']",< <],0,1.0
350613,350613,02,symb,two_rule_comb2,91.0,"['$', '<']",< <],0,1.0
350613,350613,02,symb,two_rule_comb2,92.0,"['%', '<']",% <],1,1.0
350613,350613,02,symb,two_rule_comb2,93.0,"['>', '>']",! >],0,1.0
350613,350613,02,symb,two_rule_comb2,94.0,"['>', '%']",! %],0,1.0
350613,350613,02,symb,two_rule_comb2,95.0,"['&', '%']",# %],0,1.0
350613,350613,02,symb,two_rule_comb2,96.0,"['*', '%']",~ %],0,1.0
350613,350613,02,symb,two_rule_comb2,97.0,"['<', '&']",< &],1,1.0
350613,350613,02,symb,two_rule_comb2,98.0,"['~', '(']",~ >],0,1.0
350613,350613,02,symb,two_rule_comb2,99.0,"['*', '>']",* !],0,1.0
350613,350613,02,symb,two_rule_comb3,0.0,"['$', '&']",$ &],1,1.0
350613,350613,02,symb,two_rule_comb3,1.0,"['$', '%']",$ %],1,1.0
350613,350613,02,symb,two_rule_comb3,2.0,"['(', ':']",( :)],0,1.0
350613,350613,02,symb,two_rule_comb3,3.0,"['&', ':']",& :],1,1.0
350613,350613,02,symb,two_rule_comb3,4.0,"['<', '>']",< >],1,1.0
350613,350613,02,symb,two_rule_comb3,5.0,"[':', '*']",: *],1,1.0
350613,350613,02,symb,two_rule_comb3,6.0,"['$', '*']",$ *],1,1.0
350613,350613,02,symb,two_rule_comb3,7.0,"['~', '&']",~ &],1,1.0
350613,350613,02,symb,two_rule_comb3,8.0,"['$', ':']",$ :],1,1.0
350613,350613,02,symb,two_rule_comb3,9.0,"['(', '<']",( <],1,1.0
350613,350613,02,symb,two_rule_comb3,10.0,"['%', '(']",% (],1,1.0
350613,350613,02,symb,two_rule_comb3,11.0,"[':', '~']",: ~],1,1.0
350613,350613,02,symb,two_rule_comb3,12.0,"[':', '!']",: !],1,1.0
350613,350613,02,symb,two_rule_comb3,13.0,"['<', '$']",< $],1,1.0
350613,350613,02,symb,two_rule_comb3,14.0,"['~', '(']",~ (],1,1.0
350613,350613,02,symb,two_rule_comb3,15.0,"['<', '!']",<!],1,1.0
350613,350613,02,symb,two_rule_comb3,16.0,"['%', '<']",% <],1,1.0
350613,350613,02,symb,two_rule_comb3,17.0,"['<', '<']",< <],1,1.0
350613,350613,02,symb,two_rule_comb3,18.0,"['>', '%']",> %],1,1.0
350613,350613,02,symb,two_rule_comb3,19.0,"['<', '~']",< ~],1,1.0
350613,350613,02,symb,two_rule_comb3,20.0,"['~', '(']",~ (],1,1.0
350613,350613,02,symb,two_rule_comb3,21.0,"['%', '~']",% ~],1,1.0
350613,350613,02,symb,two_rule_comb3,22.0,"['>', '%']",> %],1,1.0
350613,350613,02,symb,two_rule_comb3,23.0,"['~', ':']",~ :],1,1.0
350613,350613,02,symb,two_rule_comb3,24.0,"[':', '!']",: !],1,1.0
350613,350613,02,symb,two_rule_comb3,25.0,"['&', '>']",& >],1,1.0
350613,350613,02,symb,two_rule_comb3,26.0,"['&', '*']",:& *],0,1.0
350613,350613,02,symb,two_rule_comb3,27.0,"['(', '~']",( ~],1,1.0
350613,350613,02,symb,two_rule_comb3,28.0,"['&', '*']",& *],1,1.0
350613,350613,02,symb,two_rule_comb3,29.0,"['%', '*']",% *],1,1.0
350613,350613,02,symb,two_rule_comb3,30.0,"['*', '(']",* (],1,1.0
350613,350613,02,symb,two_rule_comb3,31.0,"['<', '<']",< %],0,1.0
350613,350613,02,symb,two_rule_comb3,32.0,"['$', '~']",$ ~],1,1.0
350613,350613,02,symb,two_rule_comb3,33.0,"['$', '%']",$ %],1,1.0
350613,350613,02,symb,two_rule_comb3,34.0,"['!', '(']",! (],1,1.0
350613,350613,02,symb,two_rule_comb3,35.0,"['%', '&']",% &],1,1.0
350613,350613,02,symb,two_rule_comb3,36.0,"['~', '!']",~ !],1,1.0
350613,350613,02,symb,two_rule_comb3,37.0,"['!', '*']",! *],1,1.0
350613,350613,02,symb,two_rule_comb3,38.0,"['*', '&']",* &],1,1.0
350613,350613,02,symb,two_rule_comb3,39.0,"['&', '!']",& !],1,1.0
350613,350613,02,symb,two_rule_comb3,40.0,"['$', '&']",$ &],1,1.0
350613,350613,02,symb,two_rule_comb3,41.0,"['(', '(']",( (],1,1.0
350613,350613,02,symb,two_rule_comb3,42.0,"['$', ':']",: ~],0,1.0
350613,350613,02,symb,two_rule_comb3,43.0,"['!', '*']",! *],1,1.0
350613,350613,02,symb,two_rule_comb3,44.0,"['%', ':']",% :],1,1.0
350613,350613,02,symb,two_rule_comb3,45.0,"['<', '*']",<* !],0,1.0
350613,350613,02,symb,two_rule_comb3,46.0,"['*', '!']",* !],1,1.0
350613,350613,02,symb,two_rule_comb3,47.0,"['*', '(']",* (],1,1.0
350613,350613,02,symb,two_rule_comb3,48.0,"['<', '&']",<& %],0,1.0
350613,350613,02,symb,two_rule_comb3,49.0,"['<', '*']",< *],1,1.0
350613,350613,02,symb,two_rule_comb3,50.0,"['~', '$']",~ $],1,1.0
350613,350613,02,symb,two_rule_comb3,51.0,"['~', '~']",~ *],0,1.0
350613,350613,02,symb,two_rule_comb3,52.0,"['~', '!']",~ !],1,1.0
350613,350613,02,symb,two_rule_comb3,53.0,"['(', '*']",( *],1,1.0
350613,350613,02,symb,two_rule_comb3,54.0,"['$', '$']",$ !],0,1.0
350613,350613,02,symb,two_rule_comb3,55.0,"['*', '~']",* ~],1,1.0
350613,350613,02,symb,two_rule_comb3,56.0,"['!', '%']",! %],1,1.0
350613,350613,02,symb,two_rule_comb3,57.0,"[':', '~']",: ~],1,1.0
350613,350613,02,symb,two_rule_comb3,58.0,"['>', ':']",> :],1,1.0
350613,350613,02,symb,two_rule_comb3,59.0,"['!', '*']",! *],1,1.0
350613,350613,02,symb,two_rule_comb3,60.0,"[':', '&']",: &],1,1.0
350613,350613,02,symb,two_rule_comb3,61.0,"['!', '>']",! >],1,1.0
350613,350613,02,symb,two_rule_comb3,62.0,"['$', '~']",~ $],0,1.0
350613,350613,02,symb,two_rule_comb3,63.0,"['$', '&']",$ &],1,1.0
350613,350613,02,symb,two_rule_comb3,64.0,"['&', '&']",& %],0,1.0
350613,350613,02,symb,two_rule_comb3,65.0,"['$', '>']",$ >],1,1.0
350613,350613,02,symb,two_rule_comb3,66.0,"[':', '>']",> *],0,1.0
350613,350613,02,symb,two_rule_comb3,67.0,"['$', '*']",$ *],1,1.0
350613,350613,02,symb,two_rule_comb3,68.0,"[':', '*']",: *],1,1.0
350613,350613,02,symb,two_rule_comb3,69.0,"['&', '!']",& !],1,1.0
350613,350613,02,symb,two_rule_comb3,70.0,"['(', '>']",( >],1,1.0
350613,350613,02,symb,two_rule_comb3,71.0,"['>', '*']",> *],1,1.0
350613,350613,02,symb,two_rule_comb3,72.0,"['%', '*']",% *],1,1.0
350613,350613,02,symb,two_rule_comb3,73.0,"['~', '&']",~ &],1,1.0
350613,350613,02,symb,two_rule_comb3,74.0,"['!', '!']",! !],1,1.0
350613,350613,02,symb,two_rule_comb3,75.0,"[':', '(']",: (],1,1.0
350613,350613,02,symb,two_rule_comb3,76.0,"['>', '%']",> %],1,1.0
350613,350613,02,symb,two_rule_comb3,77.0,"['%', ':']",% :],1,1.0
350613,350613,02,symb,two_rule_comb3,78.0,"[':', '!']",: !],1,1.0
350613,350613,02,symb,two_rule_comb3,79.0,"['(', '*']",( *],1,1.0
350613,350613,02,symb,two_rule_comb3,80.0,"['&', '%']",& %],1,1.0
350613,350613,02,symb,two_rule_comb3,81.0,"['!', '%']",! %],1,1.0
350613,350613,02,symb,two_rule_comb3,82.0,"['&', '(']",& (],1,1.0
350613,350613,02,symb,two_rule_comb3,83.0,"['%', '(']",% (],1,1.0
350613,350613,02,symb,two_rule_comb3,84.0,"['&', '(']",& (],1,1.0
350613,350613,02,symb,two_rule_comb3,85.0,"['~', '$']",~ $],1,1.0
350613,350613,02,symb,two_rule_comb3,86.0,"['!', ':']",! :],1,1.0
350613,350613,02,symb,two_rule_comb3,87.0,"['$', '<']",< &],0,1.0
350613,350613,02,symb,two_rule_comb3,88.0,"['~', '*']",~ *],1,1.0
350613,350613,02,symb,two_rule_comb3,89.0,"['*', '&']",* *],0,1.0
350613,350613,02,symb,two_rule_comb3,90.0,"['!', '~']",! ~],1,1.0
350613,350613,02,symb,two_rule_comb3,91.0,"['<', '(']",< (],1,1.0
350613,350613,02,symb,two_rule_comb3,92.0,"['*', '<']",* <],1,1.0
350613,350613,02,symb,two_rule_comb3,93.0,"['*', '~']",* ~],1,1.0
350613,350613,02,symb,two_rule_comb3,94.0,"['~', '*']",~ *],1,1.0
350613,350613,02,symb,two_rule_comb3,95.0,"['>', ':']",> :],1,1.0
350613,350613,02,symb,two_rule_comb3,96.0,"['<', ':']",< : ],1,1.0
350613,350613,02,symb,two_rule_comb3,97.0,"[':', '$']",: $],1,1.0
350613,350613,02,symb,two_rule_comb3,98.0,"['&', '!']",& !],1,1.0
350613,350613,02,symb,two_rule_comb3,99.0,"['(', '$']",( $],1,1.0
350613,350613,02,symb,two_rule_comb4,0.0,"['&', '~']",~ >],0,1.0
350613,350613,02,symb,two_rule_comb4,1.0,"['<', '>']",& (&],0,1.0
350613,350613,02,symb,two_rule_comb4,2.0,"['(', '!']",& !],0,1.0
350613,350613,02,symb,two_rule_comb4,3.0,"['!', '&']",! : ],0,1.0
350613,350613,02,symb,two_rule_comb4,4.0,"['&', '(']",< :],0,1.0
350613,350613,02,symb,two_rule_comb4,5.0,"['$', '&']",$ <],0,1.0
350613,350613,02,symb,two_rule_comb4,6.0,"['&', '!']",% <],0,1.0
350613,350613,02,symb,two_rule_comb4,7.0,"['!', '(']",! <],0,1.0
350613,350613,02,symb,two_rule_comb4,8.0,"['~', '(']",* (!],0,1.0
350613,350613,02,symb,two_rule_comb4,9.0,"['*', '(']",~ >],0,1.0
350613,350613,02,symb,two_rule_comb4,10.0,"[':', '<']",< *],0,1.0
350613,350613,02,symb,two_rule_comb4,11.0,"['%', '&']",: &],0,1.0
350613,350613,02,symb,two_rule_comb4,12.0,"['$', '(']",$ :],0,1.0
350613,350613,02,symb,two_rule_comb4,13.0,"['$', '%']",$ #],0,1.0
350613,350613,02,symb,two_rule_comb4,14.0,"['$', '*']",$ !],0,1.0
350613,350613,02,symb,two_rule_comb4,15.0,"['~', '~']",~ !],0,1.0
350613,350613,02,symb,two_rule_comb4,16.0,"['&', '%']",$ %],0,1.0
350613,350613,02,symb,two_rule_comb4,17.0,"['<', '$']",< : ],0,1.0
350613,350613,02,symb,two_rule_comb4,18.0,"['>', '$']",> &],0,1.0
350613,350613,02,symb,two_rule_comb4,19.0,"['*', '!']",$ ~],0,1.0
350613,350613,02,symb,two_rule_comb4,20.0,"['$', '*']",& *],0,1.0
350613,350613,02,symb,two_rule_comb4,21.0,"['(', '&']",: &],0,1.0
350613,350613,02,symb,two_rule_comb4,22.0,"['(', '!']",: &],0,1.0
350613,350613,02,symb,two_rule_comb4,23.0,"['&', '!']",$ >],0,1.0
350613,350613,02,symb,two_rule_comb4,24.0,"['<', ':']",< ~],0,1.0
350613,350613,02,symb,two_rule_comb4,25.0,"['<', '!']",< (],0,1.0
350613,350613,02,symb,two_rule_comb4,26.0,"['&', '&']",< &],0,1.0
350613,350613,02,symb,two_rule_comb4,27.0,"[':', '(']",% (],0,1.0
350613,350613,02,symb,two_rule_comb4,28.0,"['(', '*']",% *],0,1.0
350613,350613,02,symb,two_rule_comb4,29.0,"['(', '&']",<( *)],0,1.0
350613,350613,02,symb,two_rule_comb4,30.0,"['$', '~']",< ~],0,1.0
350613,350613,02,symb,two_rule_comb4,31.0,"['%', '>']",: >],0,1.0
350613,350613,02,symb,two_rule_comb4,32.0,"['%', '%']",% #],0,1.0
350613,350613,02,symb,two_rule_comb4,33.0,"['<', '%']",< #],0,1.0
350613,350613,02,symb,two_rule_comb4,34.0,"[':', '~']",% >],0,1.0
350613,350613,02,symb,two_rule_comb4,35.0,"['<', '>']",! !],0,1.0
350613,350613,02,symb,two_rule_comb4,36.0,"['%', '(']",: $],0,1.0
350613,350613,02,symb,two_rule_comb4,37.0,"['$', '(']",$: >],0,1.0
350613,350613,02,symb,two_rule_comb4,38.0,"['>', '%']",> !],0,1.0
350613,350613,02,symb,two_rule_comb4,39.0,"['%', '(']",: (],0,1.0
350613,350613,02,symb,two_rule_comb4,40.0,"['>', '*']",> $],0,1.0
350613,350613,02,symb,two_rule_comb4,41.0,"['!', '$']",> *],0,1.0
350613,350613,02,symb,two_rule_comb4,42.0,"['<', '%']",< *],0,1.0
350613,350613,02,symb,two_rule_comb4,43.0,"['$', '<']",& <],0,1.0
350613,350613,02,symb,two_rule_comb4,44.0,"['<', '%']",< %],1,1.0
350613,350613,02,symb,two_rule_comb4,45.0,"['&', '!']",& >],0,1.0
350613,350613,02,symb,two_rule_comb4,46.0,"['&', '%']",$ >],0,1.0
350613,350613,02,symb,two_rule_comb4,47.0,"['*', '(']",* <],0,1.0
350613,350613,02,symb,two_rule_comb4,48.0,"['<', '(']",$ %],0,1.0
350613,350613,02,symb,two_rule_comb4,49.0,"['~', '!']",% !],0,1.0
350613,350613,02,symb,two_rule_comb4,50.0,"['$', '(']",& !],0,1.0
350613,350613,02,symb,two_rule_comb4,51.0,"['~', '<']",~ (],0,1.0
350613,350613,02,symb,two_rule_comb4,52.0,"[':', '~']",: *],0,1.0
350613,350613,02,symb,two_rule_comb4,53.0,"['>', '*']",! ~],0,1.0
350613,350613,02,symb,two_rule_comb4,54.0,"['~', '(']",* (],0,1.0
350613,350613,02,symb,two_rule_comb4,55.0,"['>', '!']",> $],0,1.0
350613,350613,02,symb,two_rule_comb4,56.0,"['>', '$']",$ $],0,1.0
350613,350613,02,symb,two_rule_comb4,57.0,"[':', '&']",: %],0,1.0
350613,350613,02,symb,two_rule_comb4,58.0,"['~', '&']",& !],0,1.0
350613,350613,02,symb,two_rule_comb4,59.0,"[':', ':']",: *],0,1.0
350613,350613,02,symb,two_rule_comb4,60.0,"['&', '<']",% <],0,1.0
350613,350613,02,symb,two_rule_comb4,61.0,"[':', '<']",: ^],0,1.0
350613,350613,02,symb,two_rule_comb4,62.0,"['$', '!']",& !],0,1.0
350613,350613,02,symb,two_rule_comb4,63.0,"['%', '*']",! *],0,1.0
350613,350613,02,symb,two_rule_comb4,64.0,"['%', '*']",: %],0,1.0
350613,350613,02,symb,two_rule_comb4,65.0,"['*', '>']",* ~],0,1.0
350613,350613,02,symb,two_rule_comb4,66.0,"['*', '>']",* ~],0,1.0
350613,350613,02,symb,two_rule_comb4,67.0,"['~', '(']",~ ~],0,1.0
350613,350613,02,symb,two_rule_comb4,68.0,"['!', '>']",> :],0,1.0
350613,350613,02,symb,two_rule_comb4,69.0,"['&', '<']",& :],0,1.0
350613,350613,02,symb,two_rule_comb4,70.0,"['&', '&']",& ?],0,1.0
350613,350613,02,symb,two_rule_comb4,71.0,"['%', '&']",% $],0,1.0
350613,350613,02,symb,two_rule_comb4,72.0,"['(', '$']",: :]],0,1.0
350613,350613,02,symb,two_rule_comb4,73.0,"['<', '!']",! !],0,1.0
350613,350613,02,symb,two_rule_comb4,74.0,"['%', '%']",% $],0,1.0
350613,350613,02,symb,two_rule_comb4,75.0,"['!', '%']",! *],0,1.0
350613,350613,02,symb,two_rule_comb4,76.0,"['&', '!']",: !],0,1.0
350613,350613,02,symb,two_rule_comb4,77.0,"['!', '$']",($ $)],0,1.0
350613,350613,02,symb,two_rule_comb4,78.0,"['>', '<']",> *],0,1.0
350613,350613,02,symb,two_rule_comb4,79.0,"['<', '~']",: ~],0,1.0
350613,350613,02,symb,two_rule_comb4,80.0,"['(', '~']",(< !],0,1.0
350613,350613,02,symb,two_rule_comb4,81.0,"['(', ':']",% :],0,1.0
350613,350613,02,symb,two_rule_comb4,82.0,"['!', '*']",> :],0,1.0
350613,350613,02,symb,two_rule_comb4,83.0,"['%', '*']",# !],0,1.0
350613,350613,02,symb,two_rule_comb4,84.0,"['>', '%']",~ %],0,1.0
350613,350613,02,symb,two_rule_comb4,85.0,"['<', '&']",< $],0,1.0
350613,350613,02,symb,two_rule_comb4,86.0,"['>', ':']",> <],0,1.0
350613,350613,02,symb,two_rule_comb4,87.0,"['%', '<']",# <],0,1.0
350613,350613,02,symb,two_rule_comb4,88.0,"['>', '(']",! (],0,1.0
350613,350613,02,symb,two_rule_comb4,89.0,"['$', '$']",< $],0,1.0
350613,350613,02,symb,two_rule_comb4,90.0,"[':', '%']",: ~],0,1.0
350613,350613,02,symb,two_rule_comb4,91.0,"['*', '&']",~ &],0,1.0
350613,350613,02,symb,two_rule_comb4,92.0,"['(', '<']",@ <],0,1.0
350613,350613,02,symb,two_rule_comb4,93.0,"['(', '<']",> <],0,1.0
350613,350613,02,symb,two_rule_comb4,94.0,"['~', '%']",~ !],0,1.0
350613,350613,02,symb,two_rule_comb4,95.0,"['!', '<']",! *],0,1.0
350613,350613,02,symb,two_rule_comb4,96.0,"['>', '&']",> >],0,1.0
350613,350613,02,symb,two_rule_comb4,97.0,"['(', '$']",( &],0,1.0
350613,350613,02,symb,two_rule_comb4,98.0,"['%', '$']",% ~],0,1.0
350613,350613,02,symb,two_rule_comb4,99.0,"['&', '~']",# ~],0,1.0
350613,350613,02,symb,two_rule_comb5,0.0,"['*', '%']",*& ~],0,1.0
350613,350613,02,symb,two_rule_comb5,1.0,"['(', '(']",# ^],0,1.0
350613,350613,02,symb,two_rule_comb5,2.0,"['$', '$']",: ^],0,1.0
350613,350613,02,symb,two_rule_comb5,3.0,"['(', '<']",: &],0,1.0
350613,350613,02,symb,two_rule_comb5,4.0,"['$', '(']",& %],0,1.0
350613,350613,02,symb,two_rule_comb5,5.0,"['%', '&']",: $],0,1.0
350613,350613,02,symb,two_rule_comb5,6.0,"['$', '&']",& <],0,1.0
350613,350613,02,symb,two_rule_comb5,7.0,"['*', '!']",# !],0,1.0
350613,350613,02,symb,two_rule_comb5,8.0,"['(', '%']",*: : ],0,1.0
350613,350613,02,symb,two_rule_comb5,9.0,"['!', '(']",> %],0,1.0
350613,350613,02,symb,two_rule_comb5,10.0,"['$', '%']",< (],0,1.0
350613,350613,02,symb,two_rule_comb5,11.0,"['(', ':']",% %]],0,1.0
350613,350613,02,symb,two_rule_comb5,12.0,"['$', '~']",* ~],0,1.0
350613,350613,02,symb,two_rule_comb5,13.0,"['!', '~']",( < >],0,1.0
350613,350613,02,symb,two_rule_comb5,14.0,"['<', ':']",& (],0,1.0
350613,350613,02,symb,two_rule_comb5,15.0,"['~', '&']",(* <)],0,1.0
350613,350613,02,symb,two_rule_comb5,16.0,"['&', '$']",$ <],0,1.0
350613,350613,02,symb,two_rule_comb5,17.0,"['~', '(']",% *],0,1.0
350613,350613,02,symb,two_rule_comb5,18.0,"['&', '%']",$ :],0,1.0
350613,350613,02,symb,two_rule_comb5,19.0,"['>', '$']",# ^],0,1.0
350613,350613,02,symb,two_rule_comb5,20.0,"['&', '$']",& $],1,1.0
350613,350613,02,symb,two_rule_comb5,21.0,"[':', '<']",& ],0,1.0
350613,350613,02,symb,two_rule_comb5,22.0,"['$', '~']",& *],0,1.0
350613,350613,02,symb,two_rule_comb5,23.0,"['~', '%']",* (],0,1.0
350613,350613,02,symb,two_rule_comb5,24.0,"['$', '!']",& >],0,1.0
350613,350613,02,symb,two_rule_comb5,25.0,"['$', ':']",< :],0,1.0
350613,350613,02,symb,two_rule_comb5,26.0,"['&', '<']",& <],1,1.0
350613,350613,02,symb,two_rule_comb5,27.0,"['*', '~']",* ~],1,1.0
350613,350613,02,symb,two_rule_comb5,28.0,"['$', ':']",< %],0,1.0
350613,350613,02,symb,two_rule_comb5,29.0,"[':', '>']",% !],0,1.0
350613,350613,02,symb,two_rule_comb5,30.0,"['>', '(']",> !],0,1.0
350613,350613,02,symb,two_rule_comb5,31.0,"['<', '!']",<( ],0,1.0
350613,350613,02,symb,two_rule_comb5,32.0,"['&', ':']",$ %],0,1.0
350613,350613,02,symb,two_rule_comb5,33.0,"['$', '%']",< :],0,1.0
350613,350613,02,symb,two_rule_comb5,34.0,"[':', '(']",% ],0,1.0
350613,350613,02,symb,two_rule_comb5,35.0,"['%', '%']",% &],0,1.0
350613,350613,02,symb,two_rule_comb5,36.0,"['!', '&']",> $],0,1.0
350613,350613,02,symb,two_rule_comb5,37.0,"['<', '~']",< &],0,1.0
350613,350613,02,symb,two_rule_comb5,38.0,"['(', '!']",# %],0,1.0
350613,350613,02,symb,two_rule_comb5,39.0,"['>', '<']",! &],0,1.0
350613,350613,02,symb,two_rule_comb5,40.0,"['%', '$']",! !],0,1.0
