subj_id,model,promptstyle,nperms,alph,prob_type,prob_ind,response_string
27,human,human,np_1,alph_5,3gen_split4,8.0,kxjxixhxgxuxexdxcxc
27,human,human,np_1,alph_0,group,1.0,hhiijjll
27,human,human,np_1,alph_1,larger_int,9.0,dfhj
27,human,human,np_1,alph_4,2gen_split5,1.0,15 16 19 20 23
27,human,human,np_1,alph_6,attn,9.0,a a a a
27,human,human,np_1,alph_2,3gen_split2,1.0,p p x x q q x x r r x x s s x x t t x x u u x x v v x x w w x x y y
27,human,human,np_1,alph_3,letter2num,3.0,13 14 15 17
28,human,human,np_10,alph_3,3gen_split3,5.0,vxyxtxsxrxqxlxox
28,human,human,np_10,alph_0,group,4.0,rrssttwwvv
28,human,human,np_10,alph_2,letter2num,2.0,bvhef
28,human,human,np_10,alph_6,2gen_split3,9.0,uuxxvvxxwwxxmmxx
28,human,human,np_10,alph_4,3gen_split5,2.0,jjssnnpp
28,human,human,np_10,alph_1,2gen_split2,0.0,bxcxqxexfxgxyxixox
28,human,human,np_10,alph_5,interleaved,0.0,axcxdxfx
28,human,human,np_10,alph_3,attn,7.0,aaaa
28,human,human,np_5,alph_0,2gen_split5,1.0,ihgfedcna
28,human,human,np_5,alph_4,interleaved,8.0,lxmxnxoxex
28,human,human,np_5,alph_2,2gen_split1,9.0,njolp
28,human,human,np_5,alph_3,3gen_split2,7.0,bbyyxxwwvvuuttrr
28,human,human,np_5,alph_5,attn,4.0,aaaa
28,human,human,np_5,alph_1,reverse,8.0,fodcb
28,human,human,np_5,alph_6,larger_int,3.0,inegc
28,human,human,np_5,alph_0,3gen_split5,7.0,mmqqppuurrssttoo
29,human,human,np_20,alph_5,reverse,7.0,lhkig
29,human,human,np_20,alph_3,attn,2.0,aaaa
29,human,human,np_20,alph_2,2gen_split2,7.0,mmnnffbbpp
29,human,human,np_20,alph_1,3gen_split3,0.0,r r x x i i x x h h x x m m x x w w
29,human,human,np_20,alph_4,longer_targ,4.0,m n t k f i u v q
29,human,human,np_20,alph_0,2gen_split4,5.0,w w x x m m x x c c x x x x x x
29,human,human,np_20,alph_6,3gen_split2,4.0,p p x x j j x x h h x x n n x x a a x x u u x x d d x x i i x x q q x x
29,human,human,np_20,alph_5,letter2num,4.0,9 11 12 13
29,human,human,np_5,alph_0,interleaved,3.0,k x l x m x b x q x
29,human,human,np_5,alph_3,letter2num,3.0,5 8 6 7 4
29,human,human,np_5,alph_4,longer_targ,4.0,a g b d f k c h i
29,human,human,np_5,alph_2,3gen_split6,3.0,14 14 16 16 18 18 21 21
29,human,human,np_5,alph_6,2gen_split2,4.0,14 13 12 11 10
29,human,human,np_5,alph_1,3gen_split1,2.0,23 22 21 20 12 18 17 16 12
29,human,human,np_5,alph_5,attn,6.0,d d c c e e b b f f
29,human,human,np_5,alph_0,2gen_split3,4.0,9 9 10 10 13 13 11 11 12 12
30,human,human,np_20,alph_2,reverse,3.0,rvuta
30,human,human,np_20,alph_3,3gen_split2,1.0,zxhxcxlxgxpxjxqx
30,human,human,np_20,alph_4,2gen_split2,7.0,wxpxcxdxexzxbxsx
30,human,human,np_20,alph_0,3gen_split3,0.0,1357911131517
30,human,human,np_20,alph_1,group,8.0,vvppnnqq
30,human,human,np_20,alph_6,larger_int,7.0,ryvzo
30,human,human,np_20,alph_5,attn,3.0,aaaa
30,human,human,np_20,alph_2,2gen_split4,5.0,kkxxaaxxttxxuuxxvvxx
30,human,human,np_5,alph_0,3gen_split2,9.0,axcxexgxixkxmxqxux
30,human,human,np_5,alph_1,letter2num,9.0,2122232425
30,human,human,np_5,alph_6,longer_targ,7.0,makpqostu
30,human,human,np_5,alph_3,2gen_split4,8.0,15 17 19 23
30,human,human,np_5,alph_4,attn,5.0,aaaa
30,human,human,np_5,alph_2,2gen_split5,1.0,wswha
30,human,human,np_5,alph_5,larger_int,7.0,qsuwv
30,human,human,np_5,alph_0,3gen_split5,7.0,13131515161617171818191920202121
31,human,human,np_2,alph_1,reverse,6.0,rqpon
31,human,human,np_2,alph_2,3gen_split1,7.0,ikmoqwus
31,human,human,np_2,alph_5,2gen_split4,3.0,fmnop
31,human,human,np_2,alph_6,attn,2.0,a a a a
31,human,human,np_2,alph_3,2gen_split3,2.0,ysuwq
31,human,human,np_2,alph_4,letter2num,1.0,vxyz
31,human,human,np_2,alph_0,larger_int,9.0,cegik
31,human,human,np_2,alph_1,3gen_split3,4.0,ezcla
31,human,human,np_20,alph_0,3gen_split2,8.0,nnxxyyxxllxxffxxdd
31,human,human,np_20,alph_5,interleaved,8.0,exfxbxnxx
31,human,human,np_20,alph_6,reverse,2.0,grbf
31,human,human,np_20,alph_4,group,8.0,ttkkffuu
31,human,human,np_20,alph_2,2gen_split2,6.0,y x s x o x k x
31,human,human,np_20,alph_1,3gen_split5,1.0,xpue
31,human,human,np_20,alph_3,attn,4.0,a a a a
31,human,human,np_20,alph_0,2gen_split5,4.0,oyqlgfjdk
32,human,human,np_20,alph_5,reverse,9.0,pdasj
32,human,human,np_20,alph_3,interleaved,6.0,lxgxexpx
32,human,human,np_20,alph_4,3gen_split6,6.0,2525242423232121
32,human,human,np_20,alph_6,2gen_split6,0.0,sxfxtxkx
32,human,human,np_20,alph_2,2gen_split2,7.0,mmbbffnnpp
32,human,human,np_20,alph_0,attn,9.0,aaaa
32,human,human,np_20,alph_1,larger_int,9.0,solv
32,human,human,np_20,alph_5,3gen_split1,2.0,24 0 24 0 23 0 22 0
32,human,human,np_2,alph_1,larger_int,7.0,nprtv
32,human,human,np_2,alph_6,longer_targ,7.0,abcdmfgi
32,human,human,np_2,alph_4,attn,0.0,aaaa
32,human,human,np_2,alph_3,2gen_split4,6.0,vvxxwwxxxxxxzzxx
32,human,human,np_2,alph_2,2gen_split6,5.0,ooxxqqxxrrxxwwxx
32,human,human,np_2,alph_5,3gen_split4,8.0,delghijkfxxxxxxxxx
32,human,human,np_2,alph_0,letter2num,8.0,1345
32,human,human,np_2,alph_1,3gen_split1,2.0,hxjxbxnxpxrxtxvx
33,human,human,np_2,alph_4,interleaved,0.0,bxfxdxcx
33,human,human,np_2,alph_1,attn,8.0,a a a a
33,human,human,np_2,alph_3,2gen_split3,6.0,15 19 23 21 17
33,human,human,np_2,alph_5,3gen_split6,0.0,fkjihhhgled
33,human,human,np_2,alph_2,3gen_split1,8.0,20 0 18 0 17 0 16 0
33,human,human,np_2,alph_6,2gen_split2,5.0,g x j x l x n x
33,human,human,np_2,alph_0,letter2num,7.0,1 2 3 4 5
33,human,human,np_2,alph_4,group,0.0,k k l l m m o o
33,human,human,np_1,alph_6,2gen_split1,3.0,n n m m l l k k j j
33,human,human,np_1,alph_2,group,2.0,m m p p o o q q n n
33,human,human,np_1,alph_0,3gen_split3,3.0,1 0 3 0 4 0 5 0 6 0 7 0 8 0 9 0
33,human,human,np_1,alph_3,3gen_split5,7.0,e e x x h h x x j j x x l l x x
33,human,human,np_1,alph_4,attn,2.0,a a a a
33,human,human,np_1,alph_5,longer_targ,0.0,p q r s t u v w x
33,human,human,np_1,alph_1,letter2num,9.0,18 19 20 21 22
33,human,human,np_1,alph_6,2gen_split3,6.0,s s u u w w x x
34,human,human,np_2,alph_3,2gen_split2,2.0,7
34,human,human,np_2,alph_4,3gen_split6,7.0,20 20
34,human,human,np_2,alph_0,attn,3.0,a a a a
34,human,human,np_2,alph_6,group,0.0,ssooppqqrr
34,human,human,np_2,alph_2,3gen_split3,1.0,qqrrssttuuvvww
34,human,human,np_2,alph_5,2gen_split1,0.0,9
34,human,human,np_2,alph_1,larger_int,7.0,prtv
34,human,human,np_2,alph_3,reverse,1.0,rpon
34,human,human,np_20,alph_0,3gen_split4,6.0,wmcix
34,human,human,np_20,alph_5,3gen_split2,8.0,gkhl
34,human,human,np_20,alph_6,2gen_split4,9.0,adq
34,human,human,np_20,alph_3,letter2num,9.0,ibsd
34,human,human,np_20,alph_4,larger_int,5.0,s
34,human,human,np_20,alph_2,attn,4.0,a a a a
34,human,human,np_20,alph_1,reverse,6.0,npvul
34,human,human,np_20,alph_0,2gen_split6,9.0,j g q o u
35,human,human,np_5,alph_3,3gen_split4,2.0,agcdeq
35,human,human,np_5,alph_6,3gen_split3,2.0,ixgxexcxbxnx
35,human,human,np_5,alph_0,2gen_split2,4.0,16 17 19 18 21 25
35,human,human,np_5,alph_4,attn,8.0,a a a a
35,human,human,np_5,alph_5,reverse,8.0,kzjhl
35,human,human,np_5,alph_1,larger_int,2.0,pxty
35,human,human,np_5,alph_2,2gen_split1,1.0,22 0 23 0 24 0 25 0 27
35,human,human,np_5,alph_3,group,7.0,d d e e f f h h
35,human,human,np_2,alph_3,group,9.0,t t u u v v w w a a
35,human,human,np_2,alph_5,attn,7.0,a a a a
35,human,human,np_2,alph_6,longer_targ,9.0,a b j d m f g h i z
35,human,human,np_2,alph_2,2gen_split5,5.0,19 17 21 23 25
35,human,human,np_2,alph_0,letter2num,6.0,14 15 16 18
35,human,human,np_2,alph_1,2gen_split2,0.0,i x o x k x b x m x m x n x j x p x q x r x
35,human,human,np_2,alph_4,3gen_split5,9.0,kk mm oo qq ss uu ww yy
35,human,human,np_2,alph_3,3gen_split4,7.0,10 10 0 0 11 11 0 0 12 12 0 0 12 12 0 0 13 13 0 0 14 14 0 0 15 15
36,human,human,np_5,alph_2,attn,5.0,a a a a
36,human,human,np_5,alph_0,2gen_split1,9.0,o
36,human,human,np_5,alph_3,3gen_split6,5.0,k
36,human,human,np_5,alph_4,2gen_split6,0.0,s x p x q x e x q
36,human,human,np_5,alph_6,longer_targ,3.0,k q o s t u v w
36,human,human,np_5,alph_1,3gen_split5,0.0,13 12 11 10 9 8 7 7
36,human,human,np_5,alph_5,reverse,4.0,g f e e
36,human,human,np_5,alph_2,letter2num,1.0,2 3 4 5 6
36,human,human,np_1,alph_4,interleaved,0.0,s x s x t x u x
36,human,human,np_1,alph_2,group,7.0,h h i i j j l l
36,human,human,np_1,alph_6,3gen_split3,6.0,25 0 24 0 23 0 21 0
36,human,human,np_1,alph_1,reverse,5.0,e e d c
36,human,human,np_1,alph_3,2gen_split3,9.0,w w w w v v u u
36,human,human,np_1,alph_5,2gen_split4,4.0,12 14 16 16 18
36,human,human,np_1,alph_0,3gen_split5,0.0,8 0 9 0 10 0 11 0 12 0 13 0 14 0 16
36,human,human,np_1,alph_4,attn,7.0,a a a a
37,human,human,np_1,alph_3,interleaved,7.0,cxdxexgx
37,human,human,np_1,alph_5,2gen_split5,2.0,omkg
37,human,human,np_1,alph_4,2gen_split6,7.0,1514131211
37,human,human,np_1,alph_6,3gen_split3,9.0,hhrrllnnppjjttxxvv
37,human,human,np_1,alph_0,group,3.0,sswwxxsszz
37,human,human,np_1,alph_1,letter2num,5.0,5789
37,human,human,np_1,alph_2,attn,7.0,a a a a
37,human,human,np_1,alph_3,3gen_split1,2.0,xixixgxexcx
37,human,human,np_5,alph_4,2gen_split1,6.0,1515161617171919
37,human,human,np_5,alph_0,2gen_split4,1.0,1011121314161517
37,human,human,np_5,alph_5,3gen_split4,4.0,1030507090
37,human,human,np_5,alph_6,interleaved,2.0,nxnxbxcxcxdxex
37,human,human,np_5,alph_2,attn,6.0,a a a a
37,human,human,np_5,alph_3,3gen_split2,8.0,kkxxllxxmmxxooxxzzxxppxxnnxxrrxx
37,human,human,np_5,alph_1,letter2num,3.0,16171820
37,human,human,np_5,alph_4,group,2.0,ppttvvuuss
38,human,human,np_1,alph_2,attn,5.0,aaaa
38,human,human,np_1,alph_3,2gen_split3,9.0,yywwvvuu
38,human,human,np_1,alph_0,larger_int,4.0,npru
38,human,human,np_1,alph_6,3gen_split5,5.0,12 0 16 0 18 0 20 0
38,human,human,np_1,alph_1,group,4.0,k k l l m m n n
38,human,human,np_1,alph_5,2gen_split4,8.0,1 3 5 7 9
38,human,human,np_1,alph_4,longer_targ,4.0,r s t u v
38,human,human,np_1,alph_2,3gen_split3,6.0,v t r p n l j h f
38,human,human,np_2,alph_5,3gen_split4,7.0,x v t r p n f
38,human,human,np_2,alph_2,longer_targ,5.0,l m n o p q r t
38,human,human,np_2,alph_6,interleaved,9.0,k x l x e x o x
38,human,human,np_2,alph_1,3gen_split6,8.0,16 16 15 15 14 14 13 13 12 12
38,human,human,np_2,alph_3,2gen_split3,5.0,z x q x x x w x v x
38,human,human,np_2,alph_0,attn,4.0,a a a a
38,human,human,np_2,alph_4,letter2num,2.0,5 6 7 9
38,human,human,np_2,alph_5,2gen_split1,4.0,17 19 21 25
39,human,human,np_5,alph_2,longer_targ,5.0,anhprstu
39,human,human,np_5,alph_1,attn,1.0,aaaa
39,human,human,np_5,alph_6,2gen_split4,1.0,15 13 12 11
39,human,human,np_5,alph_3,3gen_split2,6.0,?
39,human,human,np_5,alph_4,3gen_split1,5.0,?
39,human,human,np_5,alph_0,interleaved,7.0,exnxxcaxdx
39,human,human,np_5,alph_5,larger_int,8.0,gkzn
39,human,human,np_5,alph_2,2gen_split2,7.0,aahhmmssuu
39,human,human,np_20,alph_2,3gen_split2,7.0,?
39,human,human,np_20,alph_4,3gen_split5,2.0,qiknogsh
39,human,human,np_20,alph_1,reverse,0.0,cxnp
39,human,human,np_20,alph_3,longer_targ,1.0,rlogepwjm
39,human,human,np_20,alph_0,letter2num,7.0,5
39,human,human,np_20,alph_6,attn,4.0,aaaa
39,human,human,np_20,alph_5,2gen_split3,3.0,19 20 21 23
39,human,human,np_20,alph_2,2gen_split4,3.0,hj
40,human,human,np_20,alph_0,3gen_split4,5.0,v
40,human,human,np_20,alph_1,larger_int,1.0,uvpn
40,human,human,np_20,alph_3,2gen_split2,4.0,uqnyak
40,human,human,np_20,alph_6,longer_targ,8.0,iqkcmtffsb
40,human,human,np_20,alph_5,2gen_split6,7.0,rrtfnjzpuv
40,human,human,np_20,alph_4,reverse,5.0,dzbh
40,human,human,np_20,alph_2,3gen_split1,4.0,mmxxggxxwwxxqqxxdd
40,human,human,np_20,alph_0,attn,5.0,aaaa
40,human,human,np_2,alph_6,larger_int,3.0,bdfh
40,human,human,np_2,alph_2,3gen_split4,3.0,ttxxwwxxrrxxqqxx
40,human,human,np_2,alph_5,3gen_split6,1.0,01009
40,human,human,np_2,alph_3,attn,7.0,aaaa
40,human,human,np_2,alph_4,2gen_split4,1.0,10111213
40,human,human,np_2,alph_0,interleaved,8.0,sxtxbxbxvxwx
40,human,human,np_2,alph_1,letter2num,0.0,21435
40,human,human,np_2,alph_6,2gen_split5,1.0,wxxyxz
41,human,human,np_1,alph_1,2gen_split2,6.0,ddccbbiiffgghheejj
41,human,human,np_1,alph_6,3gen_split3,8.0,xxwxvxuxtxsxrxqxpx
41,human,human,np_1,alph_0,group,0.0,ddeeffgghh
41,human,human,np_1,alph_2,reverse,8.0,kjihg
41,human,human,np_1,alph_3,3gen_split4,7.0,12 1200
41,human,human,np_1,alph_5,attn,1.0,a a a a
41,human,human,np_1,alph_4,2gen_split1,5.0,21 0 16 0 17 0 18 0 19 0
41,human,human,np_1,alph_1,letter2num,1.0,22 23 24 26
41,human,human,np_10,alph_2,3gen_split1,0.0,16 16 15 15 14 14 12 12
41,human,human,np_10,alph_0,2gen_split2,0.0,l x u x p x r x t x
41,human,human,np_10,alph_1,2gen_split1,9.0,8 8 10 10 11 11 12 12
41,human,human,np_10,alph_4,3gen_split4,3.0,1 1 2 2 3 3 4 4 5 5
41,human,human,np_10,alph_5,letter2num,8.0,18 19 20 22
41,human,human,np_10,alph_6,attn,2.0,a a a a
41,human,human,np_10,alph_3,interleaved,3.0,v x w x x x e x y x
41,human,human,np_10,alph_2,larger_int,3.0,j d l p n
42,human,human,np_10,alph_2,3gen_split2,4.0,wxwxtxyxpx
42,human,human,np_10,alph_0,interleaved,2.0,edoxgxaxix
42,human,human,np_10,alph_3,letter2num,4.0,14 15 7 14 18
42,human,human,np_10,alph_1,2gen_split4,2.0,4 0 5 0 6 0 7 0 8
42,human,human,np_10,alph_5,attn,3.0,a a a a
42,human,human,np_10,alph_6,2gen_split6,8.0,15 16 17 18 19 20 21 22 23
42,human,human,np_10,alph_4,larger_int,8.0,bdfqt
42,human,human,np_10,alph_2,3gen_split6,3.0,aaaauuaattaassaa
42,human,human,np_2,alph_2,longer_targ,0.0,qrwtuvsy
42,human,human,np_2,alph_4,3gen_split5,7.0,eekkggiiff
42,human,human,np_2,alph_1,2gen_split4,1.0,jbztr
42,human,human,np_2,alph_5,group,4.0,bcdl
42,human,human,np_2,alph_6,reverse,8.0,elaji
42,human,human,np_2,alph_0,2gen_split5,9.0,16 17 19 21 23
42,human,human,np_2,alph_3,attn,6.0,a a a a
42,human,human,np_2,alph_2,3gen_split2,0.0,suwqr
43,human,human,np_20,alph_3,longer_targ,9.0,fzvhtcro
43,human,human,np_20,alph_0,3gen_split2,8.0,n n x x y y x x l l x x f f x x v
43,human,human,np_20,alph_2,3gen_split3,5.0,2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
43,human,human,np_20,alph_6,attn,1.0,a a a a
43,human,human,np_20,alph_4,larger_int,3.0,n k i i v v y
43,human,human,np_20,alph_1,2gen_split6,1.0,c c o o l l v v n n
43,human,human,np_20,alph_5,letter2num,4.0,13 12 11 7
43,human,human,np_20,alph_3,2gen_split4,5.0,d u z u h u c u
43,human,human,np_10,alph_4,longer_targ,7.0,l o p h n s j v
43,human,human,np_10,alph_0,3gen_split5,5.0,c e g i k k m f y s 
43,human,human,np_10,alph_2,letter2num,8.0,21 21 22 23 24 25
43,human,human,np_10,alph_3,reverse,4.0,j k d d
43,human,human,np_10,alph_5,attn,1.0,a a a a
43,human,human,np_10,alph_1,3gen_split6,9.0,h h p p x x n n t t l l k k k k
43,human,human,np_10,alph_6,2gen_split2,5.0,h h p p q q t t y y r r u u v v w w
43,human,human,np_10,alph_4,2gen_split3,6.0,21 21 20 20 19 19 17 17
44,human,human,np_20,alph_0,attn,2.0,a a a a
44,human,human,np_20,alph_2,longer_targ,6.0,bnfmpghi
44,human,human,np_20,alph_4,3gen_split1,6.0,ppxxddxxzzxxhhxxss
44,human,human,np_20,alph_1,3gen_split4,7.0,334455667788991011
44,human,human,np_20,alph_6,2gen_split1,5.0,17 19 20 21 22 23 24 25
44,human,human,np_20,alph_3,2gen_split6,2.0,10 0 11 0 12 0 14 0 14 0
44,human,human,np_20,alph_5,group,0.0,eeffbbxx
44,human,human,np_20,alph_0,letter2num,6.0,11 12 13 15
44,human,human,np_10,alph_5,2gen_split5,4.0,pmwkjirgf
44,human,human,np_10,alph_4,attn,7.0,a a a a
44,human,human,np_10,alph_1,3gen_split6,3.0,14 14 7 7 18 18 20 20 3 3
44,human,human,np_10,alph_0,group,6.0,yyrrssww
44,human,human,np_10,alph_2,letter2num,3.0,20 21 22 23 24
44,human,human,np_10,alph_3,2gen_split3,7.0,5 8 6 7 4
44,human,human,np_10,alph_6,interleaved,5.0,gofxixjxkx
44,human,human,np_10,alph_5,3gen_split4,3.0,sqnmkidbx
45,human,human,np_5,alph_5,attn,4.0,gfedc
45,human,human,np_5,alph_3,letter2num,9.0,45678
45,human,human,np_5,alph_4,3gen_split2,2.0,26 24 22 23
45,human,human,np_5,alph_2,3gen_split3,6.0,4 0 5 0 6 0 7 0 8 0 9 0 12 0 13 0
45,human,human,np_5,alph_0,longer_targ,3.0,m m b a p u r s o
45,human,human,np_5,alph_1,2gen_split6,3.0,l l x x p p x x q q x x x x x x x x x x s s x x x
45,human,human,np_5,alph_6,interleaved,2.0,b x c x c x d x e x
45,human,human,np_5,alph_5,2gen_split5,3.0,y y x x w w x x x x x x v v x x i i x x
45,human,human,np_1,alph_1,interleaved,9.0,v x q x r x o x t x
45,human,human,np_1,alph_0,3gen_split1,3.0,x x k k x x j j x x i
45,human,human,np_1,alph_4,attn,7.0,a a a a
45,human,human,np_1,alph_2,2gen_split2,1.0,t x s x r x q x p x
45,human,human,np_1,alph_6,2gen_split4,0.0,5 9 11 13
45,human,human,np_1,alph_3,reverse,3.0,g f e d c
45,human,human,np_1,alph_5,3gen_split5,9.0,z z x x y y x x x x x x w w x x v v x x
45,human,human,np_1,alph_1,longer_targ,0.0,b c d e f g j k
46,human,human,np_5,alph_4,attn,3.0,aaaa
46,human,human,np_5,alph_6,2gen_split3,6.0,1818
46,human,human,np_5,alph_2,letter2num,8.0,17 14 16 15 18
46,human,human,np_5,alph_0,reverse,3.0,z y x v
46,human,human,np_5,alph_5,2gen_split1,5.0,10 10 11 11 12 12 15 15 16 16
46,human,human,np_5,alph_1,group,4.0,t t u u v v e e
46,human,human,np_5,alph_3,3gen_split4,5.0,16 12 10 8
46,human,human,np_5,alph_4,3gen_split6,1.0,7 9 5 3 2 17 19 21 23
46,human,human,np_20,alph_6,3gen_split6,7.0,s s t t m m c c k k q q i i d d
46,human,human,np_20,alph_4,letter2num,3.0,22 23 24 26
46,human,human,np_20,alph_5,interleaved,6.0,u x q x v x g x
46,human,human,np_20,alph_2,attn,4.0,a a a a
46,human,human,np_20,alph_3,reverse,8.0,u x m j w
46,human,human,np_20,alph_0,2gen_split3,3.0,6 6 7 7 8 8 10 10
46,human,human,np_20,alph_1,2gen_split1,9.0,21 21 23 23 24 24 25 25
46,human,human,np_20,alph_6,3gen_split4,8.0,17 0 21 0 23 0 25 0
47,human,human,np_20,alph_4,attn,2.0,aaaa
47,human,human,np_20,alph_3,3gen_split2,6.0,25 23 12 14
47,human,human,np_20,alph_5,2gen_split6,2.0,6633554422
47,human,human,np_20,alph_1,3gen_split4,4.0,bxzqwxhqrxdqsxeq
47,human,human,np_20,alph_2,2gen_split2,6.0,14 0 15 0 16 0 18 0
47,human,human,np_20,alph_0,letter2num,7.0,1 2 -1 25 5
47,human,human,np_20,alph_6,interleaved,6.0,mxhxnxax
47,human,human,np_20,alph_4,larger_int,0.0,wceba
47,human,human,np_2,alph_2,2gen_split1,4.0,22 22 23 23 24 24 25 25 26 26
47,human,human,np_2,alph_4,2gen_split4,9.0,mljh
47,human,human,np_2,alph_3,letter2num,4.0,11 22 23 18 25
47,human,human,np_2,alph_6,3gen_split5,4.0,qnsnuxuxwxyx
47,human,human,np_2,alph_1,3gen_split4,9.0,246810
47,human,human,np_2,alph_0,attn,5.0,aaaa
47,human,human,np_2,alph_5,group,7.0,hhjjffkkii
47,human,human,np_2,alph_2,longer_targ,1.0,pqrwtuvsx
48,human,human,np_2,alph_5,letter2num,8.0,89101112
48,human,human,np_2,alph_3,larger_int,1.0,oysuw
48,human,human,np_2,alph_2,interleaved,2.0,txuxvxsxxx
48,human,human,np_2,alph_0,2gen_split3,5.0,mxnxoxpxqx
48,human,human,np_2,alph_4,3gen_split1,4.0,7766554433
48,human,human,np_2,alph_6,attn,4.0,aaaa
48,human,human,np_2,alph_1,3gen_split5,3.0,12148106
48,human,human,np_2,alph_5,2gen_split2,0.0,jjkkffggxx
48,human,human,np_20,alph_3,letter2num,9.0,12345
48,human,human,np_20,alph_6,group,7.0,ppjjhhnnaa
48,human,human,np_20,alph_2,3gen_split6,5.0,ooxxssxxyyxxllxxddxx
48,human,human,np_20,alph_4,2gen_split1,8.0,sabe
48,human,human,np_20,alph_5,longer_targ,2.0,efnxjszm
48,human,human,np_20,alph_1,2gen_split3,4.0,1011121314151718
48,human,human,np_20,alph_0,attn,0.0,aaaa
48,human,human,np_20,alph_3,3gen_split3,7.0,ddxxvvxxttxxrrxx
49,human,human,np_2,alph_2,larger_int,2.0,pwus
49,human,human,np_2,alph_4,2gen_split3,6.0,4 7 9 11
49,human,human,np_2,alph_0,attn,2.0,a a a a
49,human,human,np_2,alph_6,reverse,5.0,e l k j i
49,human,human,np_2,alph_5,3gen_split4,5.0,12 12 11 11 10 10 9 9 8 8
49,human,human,np_2,alph_1,2gen_split5,0.0,s x r x q x p x o
49,human,human,np_2,alph_3,letter2num,2.0,11 14 12 13 15
49,human,human,np_2,alph_2,3gen_split3,6.0,x u w q o m k
49,human,human,np_10,alph_5,2gen_split4,9.0,b b g g r r i i j j k k w w m m
49,human,human,np_10,alph_2,3gen_split2,3.0,9 8 7 6 5 4 3 2 1
49,human,human,np_10,alph_6,2gen_split6,5.0,m l w v u r y q
49,human,human,np_10,alph_3,3gen_split4,2.0,6 0 7 9 0 13 0 10 0 11 0 12 0 8 0 14 0
49,human,human,np_10,alph_4,letter2num,2.0,13 14 15 17
49,human,human,np_10,alph_0,reverse,2.0,j z x b v
49,human,human,np_10,alph_1,attn,6.0,a a a a
49,human,human,np_10,alph_5,larger_int,4.0,l p h t v
50,human,human,np_20,alph_2,group,4.0,uuvvrrxxxxj
50,human,human,np_20,alph_5,larger_int,4.0,mdqq
50,human,human,np_20,alph_1,2gen_split6,9.0,24 24 14 14 15 15 16 16 18 18
50,human,human,np_20,alph_4,3gen_split3,6.0,rxtxqxfxux
50,human,human,np_20,alph_3,reverse,0.0,thvzf
50,human,human,np_20,alph_0,3gen_split4,5.0,nxyxlxfxdxhxzxpxrx
50,human,human,np_20,alph_6,2gen_split3,8.0,xxppjjhhnnaauuddii
50,human,human,np_20,alph_2,attn,2.0,aaaa
50,human,human,np_2,alph_0,3gen_split2,0.0,rrxxssxxttxxbbxxvvxxwwxxxxxxyyxxzzxx
50,human,human,np_2,alph_6,3gen_split3,7.0,10 0 11 0 12 0 13 0 14 0 15 0 16 0 17 0 18 0
50,human,human,np_2,alph_2,longer_targ,7.0,rwtuvsxz
50,human,human,np_2,alph_4,2gen_split6,8.0,axbxfxdxexcxgxix
50,human,human,np_2,alph_3,attn,4.0,aaaa
50,human,human,np_2,alph_5,2gen_split4,7.0,10 11 12 14 14 15 16 18
50,human,human,np_2,alph_1,interleaved,2.0,bxmxnxpx
50,human,human,np_2,alph_0,reverse,8.0,rqpon
51,human,human,np_10,alph_5,interleaved,1.0,wxpxnxhx
51,human,human,np_10,alph_6,2gen_split3,6.0,16161717191920201818
51,human,human,np_10,alph_3,3gen_split6,2.0,qxoxjxdxix
51,human,human,np_10,alph_2,attn,4.0,aaaa
51,human,human,np_10,alph_0,3gen_split1,9.0,991111131315151717
51,human,human,np_10,alph_4,longer_targ,3.0,lophnsjuv
51,human,human,np_10,alph_1,letter2num,0.0,20 18 17 19 21
51,human,human,np_10,alph_5,2gen_split1,4.0,6 0 8 0 9 0 10 0
51,human,human,np_20,alph_4,longer_targ,1.0,k f i u v q y l
51,human,human,np_20,alph_5,3gen_split1,8.0,w h i q o d x s m
51,human,human,np_20,alph_2,2gen_split6,1.0,w w g g d d q q m m
51,human,human,np_20,alph_6,3gen_split6,7.0,s s t t m m c c k k q q i i d d
51,human,human,np_20,alph_0,attn,0.0,a a a a
51,human,human,np_20,alph_3,2gen_split2,4.0,v x t x r x k x e x
51,human,human,np_20,alph_1,group,0.0,m m h h i i k k
51,human,human,np_20,alph_4,interleaved,5.0,a x s x j x g x x x
52,human,human,np_1,alph_5,2gen_split5,4.0,rrvvxxttzz
52,human,human,np_1,alph_6,attn,0.0,aaaa
52,human,human,np_1,alph_3,3gen_split4,3.0,170150160180140
52,human,human,np_1,alph_1,longer_targ,7.0,pqrstuxy
52,human,human,np_1,alph_4,letter2num,9.0,20 21 22 23 23
52,human,human,np_1,alph_2,interleaved,0.0,oxpxqxsx
52,human,human,np_1,alph_0,2gen_split1,0.0,4 5 8 9 10 11 12 13
52,human,human,np_1,alph_5,3gen_split2,6.0,26 6 3 10 12 14 16 18 20
52,human,human,np_2,alph_5,3gen_split6,4.0,oonnffjj
52,human,human,np_2,alph_2,letter2num,7.0,20 17 19 18 21
52,human,human,np_2,alph_4,2gen_split2,3.0,1 11 10 17 8
52,human,human,np_2,alph_1,2gen_split4,4.0,4 0 5 0 6 0 7 0 8 0
52,human,human,np_2,alph_3,group,8.0,yynnmmppoo
52,human,human,np_2,alph_0,larger_int,4.0,nprv
